"No.","Time","Source","Destination","Protocol","Length","Info"
"1575","5.740511","172.18.0.3","172.18.0.2","TCP","520","54952  >  5000 [ACK] Seq=439892 Ack=1 Win=64256 Len=448 TSval=805182131 TSecr=837618563"
"1576","5.740520","172.18.0.3","172.18.0.2","TCP","50752","54952  >  5000 [PSH, ACK] Seq=440340 Ack=1 Win=64256 Len=50680 TSval=805182131 TSecr=837618563"
"1577","5.740551","172.18.0.3","172.18.0.2","TCP","14552","54952  >  5000 [PSH, ACK] Seq=491020 Ack=1 Win=64256 Len=14480 TSval=805182131 TSecr=837618563"
"1578","5.740594","172.18.0.3","172.18.0.2","TCP","65232","54952  >  5000 [PSH, ACK] Seq=505500 Ack=1 Win=64256 Len=65160 TSval=805182131 TSecr=837618563"
"1579","5.740611","172.18.0.3","172.18.0.2","TCP","65232","54952  >  5000 [PSH, ACK] Seq=570660 Ack=1 Win=64256 Len=65160 TSval=805182131 TSecr=837618563"
"1580","5.740663","172.18.0.3","172.18.0.2","RSL","65232","unknown 15 unknown 0x24 "
"1581","5.740688","172.18.0.3","172.18.0.2","RSL","65232","unknown 93 unknown 0xa5 "
"1582","5.740703","172.18.0.3","172.18.0.2","TCP","65232","54952  >  5000 [PSH, ACK] Seq=766140 Ack=1 Win=64256 Len=65160 TSval=805182131 TSecr=837618563"
"1583","5.740711","172.18.0.3","172.18.0.2","TCP","8760","54952  >  5000 [PSH, ACK] Seq=831300 Ack=1 Win=64256 Len=8688 TSval=805182131 TSecr=837618563"
"1584","5.750732","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=439892 Win=633344 Len=0 TSval=837618573 TSecr=805182131"
"1585","5.750735","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=440340 Win=636160 Len=0 TSval=837618573 TSecr=805182131"
"1586","5.750736","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=491020 Win=681984 Len=0 TSval=837618573 TSecr=805182131"
"1587","5.750736","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=635820 Win=681984 Len=0 TSval=837618574 TSecr=805182131"
"1588","5.750820","172.18.0.3","172.18.0.2","TCP","55096","54952  >  5000 [PSH, ACK] Seq=839988 Ack=1 Win=64256 Len=55024 TSval=805182142 TSecr=837618573"
"1589","5.750961","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=839988 Win=663040 Len=0 TSval=837618574 TSecr=805182131"
