"No.","Time","Source","Destination","Protocol","Length","Info"
"3808","11.798881","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=56620 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3809","11.798894","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=59516 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3810","11.798905","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=62412 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3811","11.798918","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=65308 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3812","11.798931","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=68204 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3813","11.798946","172.18.0.3","172.18.0.2","RSL","2968","unknown 13 "
"3814","11.798957","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=73996 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3815","11.798969","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=76892 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3816","11.798981","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=79788 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3817","11.798992","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=82684 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3818","11.799004","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=85580 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3819","11.799018","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=88476 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3820","11.799031","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=91372 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3821","11.799095","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=94268 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3822","11.799122","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=97164 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3823","11.895060","172.18.0.2","172.18.0.3","TCP","72","[TCP Retransmission] 5000  >  42114 [FIN, ACK] Seq=89 Ack=1048725 Win=1479680 Len=0 TSval=838566250 TSecr=806129156"
"3824","11.895346","172.18.0.3","172.18.0.2","TCP","72","42114  >  5000 [ACK] Seq=1048725 Ack=90 Win=64256 Len=0 TSval=806129908 TSecr=838566250"
"3825","11.898950","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=45036 Win=97024 Len=0 TSval=838566253 TSecr=806129811"
"3826","11.898957","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=50828 Win=91392 Len=0 TSval=838566254 TSecr=806129812"
"3827","11.898958","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=53724 Win=88576 Len=0 TSval=838566254 TSecr=806129812"
"3828","11.898959","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=56620 Win=85760 Len=0 TSval=838566254 TSecr=806129812"
"3829","11.899123","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=100060 Ack=1 Win=64256 Len=2896 TSval=806129912 TSecr=838566253"
"3830","11.899226","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=91372 Win=56576 Len=0 TSval=838566254 TSecr=806129812"
"3831","11.899227","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=94268 Win=59520 Len=0 TSval=838566254 TSecr=806129812"
"3832","11.899228","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=97164 Win=68096 Len=0 TSval=838566254 TSecr=806129812"
"3833","11.899229","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=100060 Win=73856 Len=0 TSval=838566254 TSecr=806129812"
"3834","11.899232","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=102956 Ack=1 Win=64256 Len=2896 TSval=806129912 TSecr=838566253"
"3835","11.899324","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=105852 Ack=1 Win=64256 Len=2896 TSval=806129912 TSecr=838566254"
"3836","11.899333","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=108748 Ack=1 Win=64256 Len=2896 TSval=806129912 TSecr=838566254"
"3837","11.899384","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=111644 Ack=1 Win=64256 Len=2896 TSval=806129912 TSecr=838566254"
"3838","11.899391","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=114540 Ack=1 Win=64256 Len=2896 TSval=806129912 TSecr=838566254"
"3839","11.899415","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=117436 Ack=1 Win=64256 Len=2896 TSval=806129912 TSecr=838566254"
"3840","11.899419","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=120332 Ack=1 Win=64256 Len=2896 TSval=806129912 TSecr=838566254"
"3841","11.899442","172.18.0.3","172.18.0.2","RSL CBCH","2968","SMS BroadCast REQuest "
"3842","11.899499","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=126124 Ack=1 Win=64256 Len=2896 TSval=806129912 TSecr=838566254"
"3843","11.899529","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=129020 Ack=1 Win=64256 Len=2896 TSval=806129912 TSecr=838566254"
"3844","11.899534","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=131916 Ack=1 Win=64256 Len=2896 TSval=806129912 TSecr=838566254"
"3845","11.899558","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=134812 Ack=1 Win=64256 Len=2896 TSval=806129912 TSecr=838566254"
"3846","11.899565","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=137708 Ack=1 Win=64256 Len=2896 TSval=806129912 TSecr=838566254"
"3847","11.899589","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=140604 Ack=1 Win=64256 Len=2896 TSval=806129912 TSecr=838566254"
"3848","11.899596","172.18.0.3","172.18.0.2","RSL","2968","unknown 82 unknown 0xb8 "
